PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33226711","Mutation analysis of MFSD8 in an amyotrophic lateral sclerosis cohort from mainland China","Huang L, Liu Z, Yuan Y, Shen L, Jiang H, Tang B, Wang J, Lei L.","Eur J Neurosci. 2021 Feb;53(4):1197-1206. doi: 10.1111/ejn.15058. Epub 2020 Dec 5.","Huang L","Eur J Neurosci","2021","2020/11/23","","","10.1111/ejn.15058"
"28917980","Absence of association of the Ala58Val (rs17571) CTSD gene variant with Parkinson's disease or amyotrophic lateral sclerosis in a Han Chinese population","Xi J, Yang X, Zhao Q, Zheng J, An R, Tian S, Huang H, Hu F, Ning P, Xu Y.","Neurosci Lett. 2018 Jan 1;662:181-184. doi: 10.1016/j.neulet.2017.09.029. Epub 2017 Sep 14.","Xi J","Neurosci Lett","2018","2017/09/18","","","10.1016/j.neulet.2017.09.029"
"18195267","Elevated plasma homocysteine levels in patients with amyotrophic lateral sclerosis","Zoccolella S, Simone IL, Lamberti P, Samarelli V, Tortelli R, Serlenga L, Logroscino G.","Neurology. 2008 Jan 15;70(3):222-5. doi: 10.1212/01.wnl.0000297193.53986.6f.","Zoccolella S","Neurology","2008","2008/01/16","","","10.1212/01.wnl.0000297193.53986.6f"
"25129240","SNCA variants rs2736990 and rs356220 as risk factors for Parkinson's disease but not for amyotrophic lateral sclerosis and multiple system atrophy in a Chinese population","Guo XY, Chen YP, Song W, Zhao B, Cao B, Wei QQ, Ou RW, Yang Y, Yuan LX, Shang HF.","Neurobiol Aging. 2014 Dec;35(12):2882.e1-2882.e6. doi: 10.1016/j.neurobiolaging.2014.07.014. Epub 2014 Jul 18.","Guo XY","Neurobiol Aging","2014","2014/08/18","","","10.1016/j.neurobiolaging.2014.07.014"
"30850472","Multicentre, population-based, case-control study of particulates, combustion products and amyotrophic lateral sclerosis risk","Visser AE, D'Ovidio F, Peters S, Vermeulen RC, Beghi E, Chiò A, Veldink JH, Logroscino G, Hardiman O, van den Berg LH; Euro-MOTOR consortium.","J Neurol Neurosurg Psychiatry. 2019 Aug;90(8):854-860. doi: 10.1136/jnnp-2018-319779. Epub 2019 Mar 8.","Visser AE","J Neurol Neurosurg Psychiatry","2019","2019/03/10","","","10.1136/jnnp-2018-319779"
"8029710","Motor neuron disease on the Kii Peninsula of Japan: excess manganese intake from food coupled with low magnesium in drinking water as a risk factor","Iwami O, Watanabe T, Moon CS, Nakatsuka H, Ikeda M.","Sci Total Environ. 1994 Jun 13;149(1-2):121-35. doi: 10.1016/0048-9697(94)90010-8.","Iwami O","Sci Total Environ","1994","1994/06/13","","","10.1016/0048-9697(94)90010-8"
"10859501","Dietary intake of calcium, magnesium and antioxidants in relation to risk of amyotrophic lateral sclerosis","Longnecker MP, Kamel F, Umbach DM, Munsat TL, Shefner JM, Lansdell LW, Sandler DP.","Neuroepidemiology. 2000 Jul-Aug;19(4):210-6. doi: 10.1159/000026258.","Longnecker MP","Neuroepidemiology","2000","2000/06/22","","","10.1159/000026258"
"3962963","A case-control study of amyotrophic lateral sclerosis","Deapen DM, Henderson BE.","Am J Epidemiol. 1986 May;123(5):790-9. doi: 10.1093/oxfordjournals.aje.a114308.","Deapen DM","Am J Epidemiol","1986","1986/05/01","","","10.1093/oxfordjournals.aje.a114308"
"7988544","Equine motor neuron disease: findings in 28 horses and proposal of a pathophysiological mechanism for the disease","Divers TJ, Mohammed HO, Cummings JF, Valentine BA, De Lahunta A, Jackson CA, Summers BA.","Equine Vet J. 1994 Sep;26(5):409-15. doi: 10.1111/j.2042-3306.1994.tb04411.x.","Divers TJ","Equine Vet J","1994","1994/09/01","","","10.1111/j.2042-3306.1994.tb04411.x"
"18689356","Analysis of genome-wide copy number variation in Irish and Dutch ALS populations","Cronin S, Blauw HM, Veldink JH, van Es MA, Ophoff RA, Bradley DG, van den Berg LH, Hardiman O.","Hum Mol Genet. 2008 Nov 1;17(21):3392-8. doi: 10.1093/hmg/ddn233. Epub 2008 Aug 7.","Cronin S","Hum Mol Genet","2008","2008/08/12","","","10.1093/hmg/ddn233"
"20967129","Platelet serotonin level predicts survival in amyotrophic lateral sclerosis","Dupuis L, Spreux-Varoquaux O, Bensimon G, Jullien P, Lacomblez L, Salachas F, Bruneteau G, Pradat PF, Loeffler JP, Meininger V.","PLoS One. 2010 Oct 13;5(10):e13346. doi: 10.1371/journal.pone.0013346.","Dupuis L","PLoS One","2010","2010/10/23","PMC2954194","","10.1371/journal.pone.0013346"
"33168078","Carriership of two copies of C9orf72 hexanucleotide repeat intermediate-length alleles is a risk factor for ALS in the Finnish population","Kaivola K, Salmi SJ, Jansson L, Launes J, Hokkanen L, Niemi AK, Majamaa K, Lahti J, Eriksson JG, Strandberg T, Laaksovirta H, Tienari PJ.","Acta Neuropathol Commun. 2020 Nov 9;8(1):187. doi: 10.1186/s40478-020-01059-5.","Kaivola K","Acta Neuropathol Commun","2020","2020/11/10","PMC7654028","","10.1186/s40478-020-01059-5"
"15990445","Amyotrophic lateral sclerosis mortality in the United States, 1979-2001","Sejvar JJ, Holman RC, Bresee JS, Kochanek KD, Schonberger LB.","Neuroepidemiology. 2005;25(3):144-52. doi: 10.1159/000086679. Epub 2005 Jun 29.","Sejvar JJ","Neuroepidemiology","2005","2005/07/02","","","10.1159/000086679"
"1432014","Rising mortality due to Parkinson's disease and amyotrophic lateral sclerosis: a manifestation of the competitive nature of human mortality","Riggs JE, Schochet SS Jr.","J Clin Epidemiol. 1992 Sep;45(9):1007-12. doi: 10.1016/0895-4356(92)90116-5.","Riggs JE","J Clin Epidemiol","1992","1992/09/11","","","10.1016/0895-4356(92)90116-5"
"23168171","ZNF512B gene is a prognostic factor in patients with amyotrophic lateral sclerosis","Tetsuka S, Morita M, Iida A, Uehara R, Ikegawa S, Nakano I.","J Neurol Sci. 2013 Jan 15;324(1-2):163-6. doi: 10.1016/j.jns.2012.10.029. Epub 2012 Nov 17.","Tetsuka S","J Neurol Sci","2013","2012/11/22","","","10.1016/j.jns.2012.10.029"
"15326253","Point mutations of the p150 subunit of dynactin (DCTN1) gene in ALS","Münch C, Sedlmeier R, Meyer T, Homberg V, Sperfeld AD, Kurt A, Prudlo J, Peraus G, Hanemann CO, Stumm G, Ludolph AC.","Neurology. 2004 Aug 24;63(4):724-6. doi: 10.1212/01.wnl.0000134608.83927.b1.","Münch C","Neurology","2004","2004/08/25","","","10.1212/01.wnl.0000134608.83927.b1"
"18060566","Birth order and the genetics of amyotrophic lateral sclerosis","Vivekananda U, Johnston C, McKenna-Yasek D, Shaw CE, Leigh PN, Brown RH, Al-Chalabi A.","J Neurol. 2008 Jan;255(1):99-102. doi: 10.1007/s00415-007-0709-2. Epub 2007 Dec 19.","Vivekananda U","J Neurol","2008","2007/12/07","","","10.1007/s00415-007-0709-2"
"18023334","Outcome and attitudes toward home tracheostomy ventilation of consecutive patients: a 10-year experience","Marchese S, Lo Coco D, Lo Coco A.","Respir Med. 2008 Mar;102(3):430-6. doi: 10.1016/j.rmed.2007.10.006. Epub 2007 Nov 19.","Marchese S","Respir Med","2008","2007/11/21","","","10.1016/j.rmed.2007.10.006"
"23991104","Genome-wide copy number variation in sporadic amyotrophic lateral sclerosis in the Turkish population: deletion of EPHA3 is a possible protective factor","Uyan Ö, Ömür Ö, Ağım ZS, Özoğuz A, Li H, Parman Y, Deymeer F, Oflazer P, Koç F, Tan E, Özçelik H, Başak AN.","PLoS One. 2013 Aug 26;8(8):e72381. doi: 10.1371/journal.pone.0072381. eCollection 2013.","Uyan Ö","PLoS One","2013","2013/08/31","PMC3753249","","10.1371/journal.pone.0072381"
"27098371","Altered development in GABA co-release shapes glycinergic synaptic currents in cultured spinal slices of the SOD1(G93A) mouse model of amyotrophic lateral sclerosis","Medelin M, Rancic V, Cellot G, Laishram J, Veeraraghavan P, Rossi C, Muzio L, Sivilotti L, Ballerini L.","J Physiol. 2016 Jul 1;594(13):3827-40. doi: 10.1113/JP272382. Epub 2016 May 27.","Medelin M","J Physiol","2016","2016/04/22","PMC4929329","","10.1113/JP272382"
"18505686","A90V TDP-43 variant results in the aberrant localization of TDP-43 in vitro","Winton MJ, Van Deerlin VM, Kwong LK, Yuan W, Wood EM, Yu CE, Schellenberg GD, Rademakers R, Caselli R, Karydas A, Trojanowski JQ, Miller BL, Lee VM.","FEBS Lett. 2008 Jun 25;582(15):2252-6. doi: 10.1016/j.febslet.2008.05.024. Epub 2008 May 27.","Winton MJ","FEBS Lett","2008","2008/05/29","PMC2478749","NIHMS56338","10.1016/j.febslet.2008.05.024"
"21593960","[Tako-tsubo syndrome in a young man with amyotrophic lateral sclerosis. A case report]","Massari FM, Tonella T, Tarsia P, Kirani S, Blasi F, Magrini F.","G Ital Cardiol (Rome). 2011 May;12(5):388-91. doi: 10.1714/643.7506.","Massari FM","G Ital Cardiol (Rome)","2011","2011/05/20","","","10.1714/643.7506"
"25770197","Spatial cluster analysis of population amyotrophic lateral sclerosis risk in Ireland","Rooney J, Vajda A, Heverin M, Elamin M, Crampsie A, McLaughlin R, Staines A, Hardiman O.","Neurology. 2015 Apr 14;84(15):1537-44. doi: 10.1212/WNL.0000000000001477. Epub 2015 Mar 13.","Rooney J","Neurology","2015","2015/03/15","","","10.1212/WNL.0000000000001477"
"9178167","The Riluzole Early Access Programme: descriptive analysis of 844 patients in France. ALS/Riluzole Study Group III","Meininger V, Dib M, Aubin F, Jourdain G, Zeisser P.","J Neurol. 1997 May;244 Suppl 2:S22-5. doi: 10.1007/BF03160577.","Meininger V","J Neurol","1997","1997/05/01","","","10.1007/BF03160577"
"8834536","Apolipoprotein E in Guamanian amyotrophic lateral sclerosis/parkinsonism-dementia complex: genotype analysis and relationships to neuropathological changes","Buée L, Pérez-Tur J, Leveugle B, Buée-Scherrer V, Mufson EJ, Loerzel AJ, Chartier-Harlin MC, Perl DP, Delacourte A, Hof PR.","Acta Neuropathol. 1996;91(3):247-53. doi: 10.1007/s004010050422.","Buée L","Acta Neuropathol","1996","1996/01/01","","","10.1007/s004010050422"
"9373362","Intrinsic, management, and nutritional factors associated with equine motor neuron disease","de la Rúa-Domènech R, Mohammed HO, Cummings JF, Divers TJ, de Lahunta A, Summers BA.","J Am Vet Med Assoc. 1997 Nov 15;211(10):1261-7.","de la Rúa-Domènech R","J Am Vet Med Assoc","1997","1997/11/28","","",""
"8585652","Epidemiologic evidence for clustering of equine motor neuron disease in the United States","de la Rúa-Domènech R, Mohammed HO, Atwill ER, Cummings JF, Divers TJ, Summers BA, deLahunta A, Jackson C.","Am J Vet Res. 1995 Nov;56(11):1433-9.","de la Rúa-Domènech R","Am J Vet Res","1995","1995/11/01","","",""
"35165398","Theoretical discrimination index of postural instability in amyotrophic lateral sclerosis","Vallée R, Vallée A, Vallée JN, Abidi M, Couillandre A, Termoz N, Pradat PF, de Marco G.","Sci Rep. 2022 Feb 14;12(1):2430. doi: 10.1038/s41598-022-06471-6.","Vallée R","Sci Rep","2022","2022/02/15","PMC8844064","","10.1038/s41598-022-06471-6"
"26226631","Mutations of Profilin-1 Associated with Amyotrophic Lateral Sclerosis Promote Aggregation Due to Structural Changes of Its Native State","Del Poggetto E, Bemporad F, Tatini F, Chiti F.","ACS Chem Biol. 2015 Nov 20;10(11):2553-63. doi: 10.1021/acschembio.5b00598. Epub 2015 Aug 27.","Del Poggetto E","ACS Chem Biol","2015","2015/07/31","","","10.1021/acschembio.5b00598"
"24858470","Development of an analytical procedure for quantifying the underivatized neurotoxin β-N-methylamino-L-alanine in brain tissues","Combes A, El Abdellaoui S, Vial J, Lagrange E, Pichon V; BMAALS group.","Anal Bioanal Chem. 2014 Jul;406(19):4627-36. doi: 10.1007/s00216-014-7872-y. Epub 2014 May 25.","Combes A","Anal Bioanal Chem","2014","2014/05/27","","","10.1007/s00216-014-7872-y"
"27455348","Genome-wide association analyses identify new risk variants and the genetic architecture of amyotrophic lateral sclerosis","van Rheenen W, Shatunov A, Dekker AM, McLaughlin RL, Diekstra FP, Pulit SL, van der Spek RA, Võsa U, de Jong S, Robinson MR, Yang J, Fogh I, van Doormaal PT, Tazelaar GH, Koppers M, Blokhuis AM, Sproviero W, Jones AR, Kenna KP, van Eijk KR, Harschnitz O, Schellevis RD, Brands WJ, Medic J, Menelaou A, Vajda A, Ticozzi N, Lin K, Rogelj B, Vrabec K, Ravnik-Glavač M, Koritnik B, Zidar J, Leonardis L, Grošelj LD, Millecamps S, Salachas F, Meininger V, de Carvalho M, Pinto S, Mora JS, Rojas-García R, Polak M, Chandran S, Colville S, Swingler R, Morrison KE, Shaw PJ, Hardy J, Orrell RW, Pittman A, Sidle K, Fratta P, Malaspina A, Topp S, Petri S, Abdulla S, Drepper C, Sendtner M, Meyer T, Ophoff RA, Staats KA, Wiedau-Pazos M, Lomen-Hoerth C, Van Deerlin VM, Trojanowski JQ, Elman L, McCluskey L, Basak AN, Tunca C, Hamzeiy H, Parman Y, Meitinger T, Lichtner P, Radivojkov-Blagojevic M, Andres CR, Maurel C, Bensimon G, Landwehrmeyer B, Brice A, Payan CA, Saker-Delye S, Dürr A, Wood NW, Tittmann L, Lieb W, Franke A, Rietschel M, Cichon S, Nöthen MM, Amouyel P, Tzourio C, Dartigues JF, Uitterlinden AG, Rivadeneira F, Estrada K, Hofman A, Curtis C, Blauw HM, van der Kooi AJ, et al.","Nat Genet. 2016 Sep;48(9):1043-8. doi: 10.1038/ng.3622. Epub 2016 Jul 25.","van Rheenen W","Nat Genet","2016","2016/07/26","PMC5556360","NIHMS885010","10.1038/ng.3622"
"17185385","Two sites in the MAPT region confer genetic risk for Guam ALS/PDC and dementia","Sundar PD, Yu CE, Sieh W, Steinbart E, Garruto RM, Oyanagi K, Craig UK, Bird TD, Wijsman EM, Galasko DR, Schellenberg GD.","Hum Mol Genet. 2007 Feb 1;16(3):295-306. doi: 10.1093/hmg/ddl463. Epub 2006 Dec 21.","Sundar PD","Hum Mol Genet","2007","2006/12/23","","","10.1093/hmg/ddl463"
"24750431","Cerebrospinal fluid neurofilament light chain levels: marker of progression to generalized amyotrophic lateral sclerosis","Tortelli R, Copetti M, Ruggieri M, Cortese R, Capozzo R, Leo A, D'Errico E, Mastrapasqua M, Zoccolella S, Pellegrini F, Simone IL, Logroscino G.","Eur J Neurol. 2015 Jan;22(1):215-8. doi: 10.1111/ene.12421. Epub 2014 Apr 22.","Tortelli R","Eur J Neurol","2015","2014/04/23","","","10.1111/ene.12421"
"23889603","TDP-43 pathology in polyglutamine diseases: with reference to amyotrphic lateral sclerosis","Toyoshima Y, Takahashi H.","Neuropathology. 2014 Feb;34(1):77-82. doi: 10.1111/neup.12053. Epub 2013 Jul 29.","Toyoshima Y","Neuropathology","2014","2013/07/30","","","10.1111/neup.12053"
"24847978","Revisiting the spectrum of lower motor neuron diseases with snake eyes appearance on magnetic resonance imaging","Lebouteux MV, Franques J, Guillevin R, Delmont E, Lenglet T, Bede P, Desnuelle C, Pouget J, Pascal-Mousselard H, Pradat PF.","Eur J Neurol. 2014 Sep;21(9):1233-41. doi: 10.1111/ene.12465. Epub 2014 May 22.","Lebouteux MV","Eur J Neurol","2014","2014/05/23","","","10.1111/ene.12465"
"30691095","Occupational Exposures and Neurodegenerative Diseases-A Systematic Literature Review and Meta-Analyses","Gunnarsson LG, Bodin L.","Int J Environ Res Public Health. 2019 Jan 26;16(3):337. doi: 10.3390/ijerph16030337.","Gunnarsson LG","Int J Environ Res Public Health","2019","2019/01/30","PMC6388365","","10.3390/ijerph16030337"
"18313986","Copy-number variation in sporadic amyotrophic lateral sclerosis: a genome-wide screen","Blauw HM, Veldink JH, van Es MA, van Vught PW, Saris CG, van der Zwaag B, Franke L, Burbach JP, Wokke JH, Ophoff RA, van den Berg LH.","Lancet Neurol. 2008 Apr;7(4):319-26. doi: 10.1016/S1474-4422(08)70048-6. Epub 2008 Mar 3.","Blauw HM","Lancet Neurol","2008","2008/03/04","","","10.1016/S1474-4422(08)70048-6"
"1891076","The decline of mortality due to stroke: a competitive and deterministic perspective","Riggs JE.","Neurology. 1991 Sep;41(9):1335-8. doi: 10.1212/wnl.41.9.1335.","Riggs JE","Neurology","1991","1991/09/01","","","10.1212/wnl.41.9.1335"
"10348162","Serum levels of beta-carotene, alpha-carotene, and vitamin A in patients with amyotrophic lateral sclerosis","Molina JA, de Bustos F, Jiménez-Jiménez FJ, Esteban J, Guerrero-Sola A, Zurdo M, Ortí-Pareja M, Gasalla T, Gómez-Escalonilla C, Ramírez-Ramos C, Guillamón F, Arenas J.","Acta Neurol Scand. 1999 May;99(5):315-7. doi: 10.1111/j.1600-0404.1999.tb00682.x.","Molina JA","Acta Neurol Scand","1999","1999/05/29","","","10.1111/j.1600-0404.1999.tb00682.x"
"7891815","Incidence and risk factors of equine motor neuron disease: an ambidirectional study","de la Rúa-Doménech R, Mohammed HO, Cummings JF, Divers TJ, de Lahunta A, Valentine B, Summers BA, Jackson CA.","Neuroepidemiology. 1995;14(2):54-64. doi: 10.1159/000109779.","de la Rúa-Doménech R","Neuroepidemiology","1995","1995/01/01","","","10.1159/000109779"
"14592632","Percutaneous endoscopic gastrostomy in amyotrophic lateral sclerosis: a word of caution","Johkura K, Yamada H, Kuroiwa Y.","J Clin Neurosci. 2003 Nov;10(6):737. doi: 10.1016/j.jocn.2002.12.003.","Johkura K","J Clin Neurosci","2003","2003/11/01","","","10.1016/j.jocn.2002.12.003"
"29665996","Analysis of ATXN2 trinucleotide repeats in Korean patients with amyotrophic lateral sclerosis","Kim YE, Oh KW, Noh MY, Park J, Kim HJ, Park JE, Ki CS, Kim SH.","Neurobiol Aging. 2018 Jul;67:201.e5-201.e8. doi: 10.1016/j.neurobiolaging.2018.03.019. Epub 2018 Mar 23.","Kim YE","Neurobiol Aging","2018","2018/04/19","","","10.1016/j.neurobiolaging.2018.03.019"
"17605810","Vitamin E deficiency and risk of equine motor neuron disease","Mohammed HO, Divers TJ, Summers BA, de Lahunta A.","Acta Vet Scand. 2007 Jul 2;49(1):17. doi: 10.1186/1751-0147-49-17.","Mohammed HO","Acta Vet Scand","2007","2007/07/04","PMC1950518","","10.1186/1751-0147-49-17"
"9007747","The correlation of motor neuron disease with radiation: an objection to the hypothesis of Neilson et al","Kondo K.","J Neurol. 1997 Jan;244(1):56-8.","Kondo K","J Neurol","1997","1997/01/01","","",""
"8130405","Association of metal concentrations in drinking water with the incidence of motor neuron disease in a focus on the Kii peninsula of Japan","Iwami O, Moon CS, Watanabe T, Ikeda M.","Bull Environ Contam Toxicol. 1994 Jan;52(1):109-16. doi: 10.1007/BF00197365.","Iwami O","Bull Environ Contam Toxicol","1994","1994/01/01","","","10.1007/BF00197365"
"30038021","Endoplasmic reticulum stress leads to accumulation of wild-type SOD1 aggregates associated with sporadic amyotrophic lateral sclerosis","Medinas DB, Rozas P, Martínez Traub F, Woehlbier U, Brown RH, Bosco DA, Hetz C.","Proc Natl Acad Sci U S A. 2018 Aug 7;115(32):8209-8214. doi: 10.1073/pnas.1801109115. Epub 2018 Jul 23.","Medinas DB","Proc Natl Acad Sci U S A","2018","2018/07/25","PMC6094144","","10.1073/pnas.1801109115"
"7774037","Risk estimates for developing motor neurone disease in first-degree relatives","James CM, Newcombe RG, Harper PS, Wiles CM.","Clin Genet. 1995 Jan;47(1):13-6. doi: 10.1111/j.1399-0004.1995.tb03914.x.","James CM","Clin Genet","1995","1995/01/01","","","10.1111/j.1399-0004.1995.tb03914.x"
"8817499","Motor neuron disease in the Padua district of Italy: an epidemiological study","Briani C, Marcon M, Dam M, Beghi E, Pegoraro E, Angelini C.","Neuroepidemiology. 1996;15(4):173-9. doi: 10.1159/000109905.","Briani C","Neuroepidemiology","1996","1996/01/01","","","10.1159/000109905"
"1583438","Affluence, age, and motor neuron disease","Chancellor AM, Warlow CP, Carstairs V, Elton RA, Swingler RJ.","J Epidemiol Community Health. 1992 Apr;46(2):172-3. doi: 10.1136/jech.46.2.172.","Chancellor AM","J Epidemiol Community Health","1992","1992/04/01","PMC1059532","","10.1136/jech.46.2.172"
"8282470","Birthplace as a risk factor in motor neurone disease and Parkinson's disease","Betemps EJ, Buncher CR.","Int J Epidemiol. 1993 Oct;22(5):898-904. doi: 10.1093/ije/22.5.898.","Betemps EJ","Int J Epidemiol","1993","1993/10/01","","","10.1093/ije/22.5.898"
"24296360","Association of a paraneoplastic motor neuron disease with anti-Ri antibodies and a novel SOD1 I18del mutation","Diard-Detoeuf C, Dangoumau A, Limousin N, Biberon J, Vourc'h P, Andres CR, de Toffol B, Praline J.","J Neurol Sci. 2014 Feb 15;337(1-2):212-4. doi: 10.1016/j.jns.2013.11.025. Epub 2013 Nov 27.","Diard-Detoeuf C","J Neurol Sci","2014","2013/12/04","","","10.1016/j.jns.2013.11.025"
"26551617","Genetic studies of Russian patients with amyotrophic lateral sclerosis","Lysogorskaia EV, Abramycheva NY, Zakharova MN, Stepanova MS, Moroz AA, Rossokhin AV, Illarioshkin SN.","Amyotroph Lateral Scler Frontotemporal Degener. 2015;17(1-2):135-41. doi: 10.3109/21678421.2015.1107100. Epub 2015 Nov 9.","Lysogorskaia EV","Amyotroph Lateral Scler Frontotemporal Degener","2015","2015/11/10","","","10.3109/21678421.2015.1107100"
"34562505","Pesticides applied to crops and amyotrophic lateral sclerosis risk in the U.S","Andrew A, Zhou J, Gui J, Harrison A, Shi X, Li M, Guetti B, Nathan R, Tischbein M, Pioro EP, Stommel E, Bradley W.","Neurotoxicology. 2021 Dec;87:128-135. doi: 10.1016/j.neuro.2021.09.004. Epub 2021 Sep 22.","Andrew A","Neurotoxicology","2021","2021/09/25","","","10.1016/j.neuro.2021.09.004"
"9414953","Association between plasma vitamin E concentration and the risk of equine motor neuron disease","De la Rúa-Domènech R, Mohammed HO, Cummings JF, Divers TJ, De Lahunta A, Summers BA.","Vet J. 1997 Nov;154(3):203-13. doi: 10.1016/s1090-0233(97)80021-4.","De la Rúa-Domènech R","Vet J","1997","1998/01/01","","","10.1016/s1090-0233(97)80021-4"
"31390360","Calcium-responsive transactivator (CREST) toxicity is rescued by loss of PBP1/ATXN2 function in a novel yeast proteinopathy model and in transgenic flies","Park S, Park SK, Watanabe N, Hashimoto T, Iwatsubo T, Shelkovnikova TA, Liebman SW.","PLoS Genet. 2019 Aug 7;15(8):e1008308. doi: 10.1371/journal.pgen.1008308. eCollection 2019 Aug.","Park S","PLoS Genet","2019","2019/08/08","PMC6699716","","10.1371/journal.pgen.1008308"
"28439722","DNA methylation age-acceleration is associated with disease duration and age at onset in C9orf72 patients","Zhang M, Tartaglia MC, Moreno D, Sato C, McKeever P, Weichert A, Keith J, Robertson J, Zinman L, Rogaeva E.","Acta Neuropathol. 2017 Aug;134(2):271-279. doi: 10.1007/s00401-017-1713-y. Epub 2017 Apr 24.","Zhang M","Acta Neuropathol","2017","2017/04/26","PMC5508035","","10.1007/s00401-017-1713-y"
"19722114","Association between dysarthria and cognitive impairment in ALS: A prospective study","Sterling LE, Jawaid A, Salamone AR, Murthy SB, Mosnik DM, McDowell E, Wheaton M, Strutt AM, Simpson E, Appel S, Schulz PE.","Amyotroph Lateral Scler. 2010;11(1-2):46-51. doi: 10.3109/17482960903207997.","Sterling LE","Amyotroph Lateral Scler","2010","2009/09/02","","","10.3109/17482960903207997"
"26869642","ALS-linked protein disulfide isomerase variants cause motor dysfunction","Woehlbier U, Colombo A, Saaranen MJ, Pérez V, Ojeda J, Bustos FJ, Andreu CI, Torres M, Valenzuela V, Medinas DB, Rozas P, Vidal RL, Lopez-Gonzalez R, Salameh J, Fernandez-Collemann S, Muñoz N, Matus S, Armisen R, Sagredo A, Palma K, Irrazabal T, Almeida S, Gonzalez-Perez P, Campero M, Gao FB, Henny P, van Zundert B, Ruddock LW, Concha ML, Henriquez JP, Brown RH, Hetz C.","EMBO J. 2016 Apr 15;35(8):845-65. doi: 10.15252/embj.201592224. Epub 2016 Feb 11.","Woehlbier U","EMBO J","2016","2016/02/13","PMC4972141","","10.15252/embj.201592224"
"15668420","Physical activity and the association with sporadic ALS","Veldink JH, Kalmijn S, Groeneveld GJ, Titulaer MJ, Wokke JH, van den Berg LH.","Neurology. 2005 Jan 25;64(2):241-5. doi: 10.1212/01.WNL.0000149513.82332.5C.","Veldink JH","Neurology","2005","2005/01/26","","","10.1212/01.WNL.0000149513.82332.5C"
"19484688","The C(-1562)T polymorphism of the MMP-9 gene and the risk of sporadic amyotrophic lateral sclerosis","Zawiślak D, Borratyńska A, Tomik B, Pera J, Gryz-Kurek E, Szczudlik A.","Neurol Neurochir Pol. 2009 Mar-Apr;43(2):121-5.","Zawiślak D","Neurol Neurochir Pol","2009","2009/06/02","","",""
"19018244","The role of dietary antioxidant insufficiency on the permeability of the blood-brain barrier","Mohammed HO, Starkey SR, Stipetic K, Divers TJ, Summers BA, de Lahunta A.","J Neuropathol Exp Neurol. 2008 Dec;67(12):1187-93. doi: 10.1097/NEN.0b013e31818f8f51.","Mohammed HO","J Neuropathol Exp Neurol","2008","2008/11/20","PMC4865883","NIHMS87242","10.1097/NEN.0b013e31818f8f51"
"30879219","ERCC6L2 rs591486 polymorphism and risk for amyotrophic lateral sclerosis in Greek population","Dardiotis E, Karampinis E, Siokas V, Aloizou AM, Rikos D, Ralli S, Papadimitriou D, Bogdanos DP, Hadjigeorgiou GM.","Neurol Sci. 2019 Jun;40(6):1237-1244. doi: 10.1007/s10072-019-03825-3. Epub 2019 Mar 16.","Dardiotis E","Neurol Sci","2019","2019/03/18","","","10.1007/s10072-019-03825-3"
"28916533","Sex differences in the prevalence of genetic mutations in FTD and ALS: A meta-analysis","Curtis AF, Masellis M, Hsiung GR, Moineddin R, Zhang K, Au B, Millett G, Mackenzie I, Rogaeva E, Tierney MC.","Neurology. 2017 Oct 10;89(15):1633-1642. doi: 10.1212/WNL.0000000000004494. Epub 2017 Sep 15.","Curtis AF","Neurology","2017","2017/09/17","PMC5634668","","10.1212/WNL.0000000000004494"
"15644071","Tau protein concentrations in cerebrospinal fluid of patients with amyotrophic lateral sclerosis","Jiménez-Jiménez FJ, Hernánz A, Medina-Acebrón S, de Bustos F, Zurdo JM, Alonso H, Puertas I, Barcenilla B, Sayed Y, Cabrera-Valdivia F.","Acta Neurol Scand. 2005 Feb;111(2):114-7. doi: 10.1111/j.1600-0404.2005.00370.x.","Jiménez-Jiménez FJ","Acta Neurol Scand","2005","2005/01/13","","","10.1111/j.1600-0404.2005.00370.x"
"32016308","Association Between Neurological Disorders and Death by Suicide in Denmark","Erlangsen A, Stenager E, Conwell Y, Andersen PK, Hawton K, Benros ME, Nordentoft M, Stenager E.","JAMA. 2020 Feb 4;323(5):444-454. doi: 10.1001/jama.2019.21834.","Erlangsen A","JAMA","2020","2020/02/05","PMC7042859","","10.1001/jama.2019.21834"
"34209673","C9orf72 Intermediate Repeats Confer Genetic Risk for Severe COVID-19 Pneumonia Independently of Age","Zanella I, Zacchi E, Piva S, Filosto M, Beligni G, Alaverdian D, Amitrano S, Fava F, Baldassarri M, Frullanti E, Meloni I, Renieri A; GEN-COVID Multicenter Study; GEVACOBA Study Group, Castelli F, Quiros-Roldan E.","Int J Mol Sci. 2021 Jun 29;22(13):6991. doi: 10.3390/ijms22136991.","Zanella I","Int J Mol Sci","2021","2021/07/02","PMC8268051","","10.3390/ijms22136991"
"18269112","Timeliness of diagnosis in motor neurone disease: a population-based study","Donaghy C, Dick A, Hardiman O, Patterson V.","Ulster Med J. 2008 Jan;77(1):18-21.","Donaghy C","Ulster Med J","2008","2008/02/14","PMC2397016","",""
